wikipedia,imdb,freebase
9105523.0,tt0114129,/m/027xtwf
15737392.0,tt0108056,/m/0bhgphj
32400923.0,tt1664723,/m/0gysbv4
25393275.0,tt0246007,/m/09k695y
12510319.0,tt0095542,/m/02w9pbl
17594419.0,tt0039437,/m/0463ncn
207680.0,tt0110638,/m/01dh6f
36422018.0,tt0004942,/m/0bbr0sm
7489503.0,tt0025343,/m/02639tg
27667647.0,tt0261167,/m/0c41tt3
1858682.0,tt0044916,/m/061nbd
33006259.0,tt0072260,/m/04j1p15
15221045.0,tt0091922,
12802045.0,tt0113759,/m/02x5kcd
33559533.0,tt8942852,/m/04j0kr8
7235116.0,tt0094008,/m/0kv17w
13723442.0,tt0005679,/m/03cg8fj
24862266.0,tt0059466,/m/09gkn8b
5254729.0,tt0466839,/m/0db2z1
5007743.0,tt0062177,/m/0czkzx
22695715.0,tt0202932,/m/05zp8vw
2051395.0,tt0059250,/m/06hp9q
34858219.0,tt1305869,/m/0j42hrc
15457461.0,tt0141532,/m/03m9z58
19168185.0,tt0336910,/m/04ldc1b
9124011.0,tt0317307,/m/027yjkd
11943972.0,tt0069690,/m/02rz0fs
1393873.0,tt0284757,/m/04z2kf
24291753.0,tt0050229,/m/07s4ql2
20648586.0,tt1263704,/m/051yy2f
7447592.0,tt0027951,/m/0kv7sv
3865579.0,tt0039647,/m/0bj5037
14558212.0,tt0013629,/m/03d7wmt
3959961.0,tt0174476,/m/0b8rp_
235331.0,tt0058888,/m/01j5x_
32494263.0,tt1918969,/m/0h1gj9k
34169001.0,tt0011891,/m/08p40j7
9560806.0,tt0117622,/m/02pk0wv
27504492.0,tt1786668,/m/0gkss5y
22697314.0,tt0196632,/m/05zkfkf
1249014.0,tt0056291,/m/04m0gv
9879162.0,tt0056040,/m/02pvqww
35516437.0,tt0369204,/m/0j9n8zq
29513277.0,tt0007972,/m/0ds31zh
35785312.0,tt1477171,/m/0gf8mz8
20506905.0,tt1003034,/m/04zy_f7
28360743.0,tt0041379,
28178412.0,tt1698537,/m/0cnxmjr
9857888.0,tt0175467,/m/06_yd1q
30551885.0,tt0027037,
20634623.0,tt0138464,/m/05246np
15297854.0,tt1157620,/m/03m3zmd
35962988.0,tt0315389,/m/0j_7d9h
31915495.0,tt0000363,/m/0gvvs3k
2172156.0,tt0237376,/m/06s6m_
14109452.0,tt0035766,/m/03ctywl
4783144.0,tt0428579,/m/0cn2s5
23454846.0,tt0312883,/m/04j2ft8
4058835.0,tt0046799,/m/0bfzz0
7583494.0,tt0430063,/m/0kvbsw
24282238.0,tt0287152,/m/07s7rx2
19314444.0,tt0141148,/m/04lgqkp
25446757.0,tt1571728,/m/09k7nps
2642180.0,tt0189630,/m/07ts2f
24320836.0,tt0028809,/m/07s90cc
12384049.0,tt0023899,/m/02w28mv
25019575.0,tt0283037,/m/09k6mnp
31251203.0,tt0107214,/m/0djywn8
15858518.0,tt0370279,/m/03nx6f8
29016627.0,tt0062287,/m/0dgqlc1
6004372.0,tt0116442,/m/0fk60h
4473622.0,tt0068732,/m/0c4fjm
20484431.0,tt0071332,/m/04zy_fy
14840648.0,tt0004674,/m/03gzskn
3867110.0,tt0351080,/m/0b42bk
7251994.0,tt0161583,/m/0kv1zb
10366326.0,tt0021917,/m/02q9jx_
1924820.0,tt0098286,/m/066j_j
2093270.0,tt0058155,/m/06lnkr
22332882.0,tt0064840,/m/05sy5dr
11686007.0,tt0111199,/m/02rnyyt
9857879.0,tt0201602,/m/06_yd16
9384481.0,tt0052706,/m/0286qw2
8637169.0,tt0280696,/m/027b_lp
30957142.0,tt1282135,
7731853.0,tt0019074,/m/026b79y
21752299.0,tt0054710,/m/05mrgyy
12091274.0,tt0492481,/m/02vpjr8
856733.0,tt0058586,/m/03hq88
36320373.0,tt0025720,/m/09vv2_y
24789247.0,tt0049289,/m/080k_tj
8887199.0,tt0031045,/m/027nccj
28352636.0,tt0818077,/m/0crc6ns
20018854.0,tt1074201,/m/04y6hf1
76345.0,tt0067741,/m/0k47y
7582987.0,tt0009105,/m/0kvbs2
28858056.0,tt0174273,/m/0ddd6gs
24021571.0,tt1407061,/m/07kbj2s
1854612.0,tt0118824,/m/0617_4
3341998.0,tt0042477,/m/096rnf
11696799.0,tt0115750,/m/04j2ftt
4926447.0,tt0044420,/m/0cvh_c
20713032.0,tt0839742,/m/052172r
10594195.0,tt0254179,/m/02qjr0p
25836931.0,tt0231686,/m/09v9ywt
1226289.0,tt0163983,/m/04k12v
21310527.0,tt0155809,/m/05f9pzw
20579729.0,tt0242309,/m/05222wb
20393685.0,tt0015312,/m/04zz4c7
19496914.0,tt0040773,/m/04m_q2v
7914269.0,tt0383460,
29273489.0,tt0010103,/m/0drz263
35987606.0,tt0252221,/m/0j_324m
22643877.0,tt0051112,/m/05zmwh6
30351781.0,tt0014007,/m/0g5sly2
7443761.0,tt0495411,/m/0kv7pd
3475071.0,tt0107889,/m/09fgyt
3319645.0,tt0321376,/m/095kx7
23688100.0,tt0045248,/m/06zjwmh
13955114.0,tt0023016,/m/03cp9pv
2450188.0,tt0062979,/m/0d_csz
15945437.0,tt0080379,/m/03qhx0c
19107318.0,tt0210677,/m/04jdmpy
26860201.0,tt0028516,/m/0bmbq75
34336017.0,tt0121442,/m/0hzp0wh
3459253.0,tt0053758,/m/09dl0l
44218.0,tt0028216,/m/0c1p3
21047444.0,tt0047855,/m/05b4ncx
9139404.0,tt1234586,/m/027z39j
1135297.0,tt0053559,/m/04993j
906380.0,tt0125994,/m/03npxc
7882413.0,tt0430895,/m/026hfp8
31094908.0,tt0181658,/m/0gh7g5s
33773022.0,tt1583737,/m/0g8p65k
20338652.0,tt0175550,/m/04_17wp
17024723.0,tt0163559,/m/04j32f2
18848953.0,tt0024547,/m/04gng15
31638525.0,tt0039790,/m/0gmds_9
19837210.0,tt0374180,/m/04q31n1
30603831.0,tt1177159,/m/0g9v_0p
9215946.0,tt0077952,/m/0280lhm
30994230.0,tt0026359,/m/0gg7w4q
29024029.0,tt0291891,/m/0dgp_sx
23103089.0,tt1164089,/m/064nwxp
18141105.0,tt1018723,/m/04j04vq
7014201.0,tt0109739,/m/0h09nh
30744671.0,tt0186344,/m/0gfdj0w
15948971.0,tt0013759,/m/03qh_mj
12452237.0,tt0093166,/m/02w6ldz
15790701.0,tt0018859,/m/03nt_q7
24732078.0,tt0068774,
7752732.0,tt0790804,/m/0kvgjd
19950563.0,tt2172955,/m/04yf0qx
11220896.0,tt0896909,/m/02r4288
31457076.0,tt0183879,
19576505.0,tt0154413,/m/04n5hd2
20271784.0,tt0078907,/m/04zz4cy
9678161.0,tt6823322,/m/02pnx7c
13710882.0,tt0003944,/m/03cfwb2
8190464.0,tt0185616,/m/026vnlf
31633054.0,tt0114872,/m/04j03bn
20581194.0,tt0369446,/m/05220ql
3809621.0,tt0368619,/m/0b13hz
19087098.0,tt0491232,/m/04yfsw8
7082486.0,tt0907618,/m/0h39yl
21209475.0,tt0024915,/m/05b_rv_
20996481.0,tt0187317,/m/05b35lt
1957472.0,tt0117201,/m/068xdw
3210963.0,tt0088134,/m/08zkct
9086301.0,tt0021920,/m/027x4qz
18300655.0,tt0001808,/m/04ct5bk
31196941.0,tt0360051,/m/0gjct08
1307956.0,tt0368658,/m/04rq8l
20694087.0,tt1613110,/m/051w_vb
2216254.0,tt0113463,/m/06wmyc
28530363.0,tt1441912,/m/0crs5bt
23128940.0,tt0081453,/m/064qcjv
10972420.0,tt0402178,/m/02qwsng
23435357.0,tt1343362,/m/06w7l0s
30548208.0,tt1007029,/m/0g9wdmc
9846672.0,tt0426516,/m/02ptq_6
29499560.0,tt0082237,/m/0cs0w8k
27064671.0,tt1820446,/m/0bs1p_v
2524925.0,tt0113596,/m/07kwyt
4002677.0,tt0053354,/m/0bb_jr
1964091.0,tt0435705,/m/069dl1
9855335.0,tt0191185,/m/06_yckp
26687336.0,tt1773109,/m/0bmh28z
7985961.0,tt0007149,/m/026mh5j
28330207.0,tt0246934,/m/0cp13g0
9404578.0,tt0030341,/m/0287gvq
30066955.0,tt0006027,/m/0g58r53
30542622.0,tt1685531,/m/0g9ypwc
33726417.0,tt2153626,
34081237.0,tt0023847,
1094668.0,tt0249371,/m/045hxr
6721185.0,tt0109913,/m/0gkjmf
3917900.0,tt0445946,/m/0b6qmv
3899153.0,tt0053987,/m/0b5vsy
16791637.0,tt0093443,/m/04068_w
7173668.0,tt0022758,/m/0h80x5
4031676.0,tt0486531,/m/0bdgm4
1028671.0,tt0293088,/m/03_m_1
27480248.0,tt0173645,/m/0c01jp5
15388340.0,tt0236010,/m/03m6vb2
1378672.0,tt0160611,/m/04xzt0
34131426.0,tt0008004,/m/0hr535b
22643691.0,tt0032445,/m/05zmg39
3917891.0,tt0492835,/m/0b6qmg
32789457.0,tt0271383,/m/0h3pq8x
24272584.0,tt0254982,/m/07s5qhf
1641416.0,tt0033260,/m/05jyrf
7939249.0,tt0021182,/m/026ktnx
22358819.0,tt0800320,/m/05szq8z
9962209.0,tt0089794,/m/02py6p6
1748912.0,tt0058262,/m/05sxb6
9855320.0,tt0121334,/m/06_yck7
706803.0,tt0119173,/m/034f7w
32804099.0,tt1068228,/m/0h3r5f3
25716411.0,tt0088222,/m/09v3b9w
29508267.0,tt0094165,/m/0fph2t0
31690131.0,tt1842347,/m/0h18g1b
5933936.0,tt0787498,/m/0ff79r
20206687.0,tt0042784,/m/04ygt38
1851703.0,tt0120834,/m/060__7
9201207.0,tt0025893,/m/02801ry
20437960.0,tt0071096,/m/04zxcwj
6638546.0,tt0112828,/m/0gfp88
3917873.0,tt0062803,/m/0b6qm3
5363369.0,tt0080157,/m/0dhh3h
1941497.0,tt0091341,/m/067rlq
26890096.0,tt1640202,/m/0bmf535
7266768.0,tt0119644,/m/0kv2l4
14217965.0,tt1746585,/m/03cy3md
10205199.0,tt0061537,/m/02q550m
5596675.0,tt0417202,/m/0dvdlf
444919.0,tt0045077,/m/02991z
13184162.0,tt0050817,/m/02zblr6
3670013.0,tt0059252,/m/09thsq
2298689.0,tt0286557,
11599737.0,tt1077071,/m/02rl3k7
17455191.0,tt0169786,/m/04f_27g
32752081.0,tt0085671,/m/0h3skpq
1033477.0,tt0335121,/m/040280
29419841.0,tt1423953,/m/0dsb9n0
27498733.0,tt0089950,/m/0c02d3k
12287578.0,tt0369258,/m/02vz0y9
9751550.0,tt0066950,/m/02pr22c
24300269.0,tt0096294,/m/07s52n0
24257335.0,tt0045838,/m/07s4t6f
6613755.0,tt0099155,/m/0gdt5f
18848111.0,tt0065718,/m/04gq9wm
19801670.0,tt0051184,/m/04q257s
28010827.0,tt1646926,/m/0c3tkft
19036707.0,tt0031684,/m/04jcb4k
32505827.0,tt0373800,/m/0h1cbks
11467890.0,tt0064916,/m/02rdwrv
33152192.0,tt1291643,/m/04mw1fm
6488515.0,tt0078204,/m/0g7889
34536797.0,tt2076844,
14710585.0,tt0083168,/m/03gtyp3
1097249.0,tt0049152,/m/045rsk
13720943.0,tt0004844,/m/03cg5q2
6515754.0,tt0252747,/m/0g8bhz
6973699.0,tt0092559,/m/0gzfhh
7281088.0,tt0087616,/m/0kv3jx
23028763.0,tt0210714,/m/064q4vh
12632216.0,tt0078430,/m/02wywht
23753154.0,tt0304628,/m/06zsxx8
34694618.0,tt0052136,/m/0j3g2jk
33096336.0,tt1588334,/m/0h66h0p
5181423.0,tt0046673,/m/02r4xq0
31348830.0,tt1695800,/m/0cc9sj1
9899642.0,tt0057504,/m/02pwbyx
26068632.0,tt0113063,/m/0b6msm0
21132951.0,tt0248673,/m/05b_726
7154611.0,tt0036135,/m/0h74xd
28826929.0,tt0056042,/m/0dd9ljf
7521477.0,tt0023802,/m/026474r
21260121.0,tt0104609,/m/05c3q8c
7026346.0,tt0423023,/m/0h0ylf
4953051.0,tt0799954,/m/0cwvf3
22592501.0,tt1346961,/m/05zptkl
1904367.0,tt0100557,/m/0652hq
28542372.0,tt0370919,/m/0cz9fqw
9104619.0,tt0022246,/m/027xs8k
20695394.0,tt0035335,/m/051_7dt
34235410.0,tt2042447,/m/0hzm_x1
21312403.0,tt0076445,/m/05fbcvt
24207129.0,tt1315981,/m/07l50_1
28400904.0,tt1207998,/m/0crh665
31337689.0,tt0044637,/m/0gjdp3n
18635843.0,tt5183890,/m/04gt36q
31814576.0,tt0065912,/m/0gtx9zh
25736891.0,tt0425656,/m/09v4kv1
22365569.0,tt1086875,/m/05sz3w0
15096320.0,tt0255820,/m/03hh8c4
1533733.0,tt0032811,/m/058q8s
34061686.0,tt0005163,/m/0hrb264
13720962.0,tt0004269,/m/03cg5qs
10706435.0,tt0418698,/m/02qms_7
29119625.0,tt0020731,/m/0dlmyyq
5464664.0,tt0033389,/m/0dn17z
4572965.0,tt0498353,/m/0c9jj9
27290119.0,tt0030457,/m/0by1xrt
25897109.0,tt0090601,/m/0b6jx5_
24051028.0,tt0052005,
29801922.0,tt0116557,/m/0fq0dd3
14734420.0,tt0052069,/m/03gvzxy
7536753.0,tt0339976,/m/0kvb07
34525535.0,tt2187102,/m/0j27v4j
33624347.0,tt0187279,/m/0hgpxb3
8763366.0,tt0084171,/m/027hx6p
34866550.0,tt0258488,/m/0j45c3h
17711304.0,tt0026922,/m/047n81_
7876902.0,tt0245682,/m/026h68f
25847898.0,tt0069052,/m/09v5fbh
13293417.0,tt0054119,/m/03c0vqz
9429240.0,tt8938974,/m/0288l_g
9248665.0,tt0067592,/m/0281l5m
34366440.0,tt0011025,/m/0h_dhx4
24009114.0,tt0038126,/m/07k4ypc
29258922.0,tt0046572,/m/0ds8rrl
28492703.0,tt0404330,/m/0crfd83
32069698.0,tt0289154,/m/0gx0nrh
10142493.0,tt0032125,/m/02q35ds
22644907.0,tt0107331,/m/05zr62d
9408752.0,tt0455913,/m/0287pm9
5774478.0,tt0447544,/m/0f3xhp
25214436.0,tt0072651,/m/09g68dr
25075517.0,tt0039486,/m/09gj_hn
31025101.0,tt0027998,/m/0gg8f4l
1169305.0,tt0258850,/m/04d2jm
22378288.0,tt0196645,/m/05sxl0x
19036329.0,tt0050483,/m/04jjktx
12771649.0,tt0430918,/m/02x46vd
34319106.0,tt1869716,/m/0hzr9h0
33023297.0,tt0072148,/m/0crzp9h
17325393.0,tt0016353,/m/043py3c
11227773.0,tt0342535,/m/02r4bg6
24011286.0,tt0030756,/m/07kd77x
9889964.0,tt0099080,/m/02pw05g
28388755.0,tt1619037,/m/0crdc2c
5884079.0,tt0814022,/m/0fbrd7
