movie_id,sentence_id,parse
10000053,11,"(ROOT (S (S (NP (NNP La) (NNP B) (NN te)) (VP (VP (VBZ takes) (NP (PRP$ her)) (PP (IN for) (NP (NN hunting)))) (CC and) (VP (VBZ acquaints) (NP (PRP$ her)) (PP (IN with) (NP (NP (DT the) (NN beauty)) (CC and) (NP (NP (DT the) (NNS dangers)) (PP (IN of) (NP (DT the) (NN wilderness))))))))) (, ,) (CC but) (S (ADVP (RB here)) (, ,) (ADVP (RB as) (RB well)) (, ,) (NP (PRP he)) (VP (VBZ fails) (S (VP (TO to) (VP (VB win) (NP (PRP$ her) (NN trust))))))) (. .))) "
10000053,12,(ROOT (S (NP (DT The) (JJ lonely) (NN trapper)) (ADVP (RB still)) (VP (VBZ spends) (NP (DT the) (NNS nights)) (ADVP (RB alone)) (PP (IN in) (NP (PRP$ his) (NN bed)))) (. .))) 
10000053,13,"(ROOT (S (NP-TMP (CD One) (NN day)) (, ,) (PP (IN on) (S (VP (VBG checking) (NP (PRP$ his) (NNS traps)) (PP (IN for) (NP (VBN caught) (NNS animals)))))) (, ,) (NP (NNP La) (NNP B) (NN te)) (VP (VBZ is) (VP (VBN threatened) (PP (IN by) (NP (DT a) (NN mountain) (NN lion))))) (. .))) "
10000053,14,(ROOT (S (NP (PRP He)) (ADVP (RB successfully)) (VP (VP (VBZ shoots) (NP (DT the) (NN cat))) (CC but) (VP (ADVP (RB inadvertently)) (VBZ gets) (NP (PRP$ his) (NN foot)) (PP (IN into) (NP (PRP$ his) (JJ own) (NN bear) (NN trap))))) (. .))) 
10000053,15,"(ROOT (S (S (VP (ADVP (RB Badly)) (VBN injured))) (, ,) (NP (PRP he)) (VP (VBZ tries) (S (VP (TO to) (VP (VB drag) (NP (PRP himself)) (PRT (RP back)) (PP (TO to) (NP (NP (PRP$ his) (NN hut)) (, ,) (VP (VBN hunted) (PP (IN by) (NP (JJ famished) (NNS wolves)))))))))) (. .))) "
10000053,16,"(ROOT (S (ADVP (RB Meanwhile)) (, ,) (NP (NNP Eve)) (VP (VP (VBZ is) (VP (VBG waiting) (PP (IN at) (NP (DT the) (NN cabin))))) (CC and) (VP (VBZ hears) (NP (NP (DT the) (JJ distant) (NN howling)) (PP (IN of) (NP (DT the) (NNS wolves)))) (S (VP (VBG approaching) (NP (DT the) (NN hut)))))) (. .))) "
10000053,17,"(ROOT (S (S (VP (VBN Equipped) (PP (IN with) (NP (DT a) (NN gun))))) (S (NP (PRP she)) (VP (VBZ sets) (PRT (RP out)) (PP (IN in) (NP (NP (NN search)) (PP (IN for) (NP (NNP La) (NNP B) (NN te))))))) (, ,) (CC and) (S (ADVP (RB together)) (NP (PRP they)) (VP (MD can) (VP (VB get) (ADJP (JJ rid)) (PP (IN of) (NP (DT the) (NN wolf) (NN pack)))))) (. .))) "
10000053,18,"(ROOT (S (S (NP (NP (NNP La) (NNP B) (NN te) (POS 's)) (NN foot)) (VP (VBZ is) (VP (VBN broken)))) (, ,) (IN so) (S (NP (PRP he)) (VP (VBZ asks) (S (NP (NNP Eve)) (VP (TO to) (VP (VB bring) (NP (DT the) (NN medicine) (NN man)) (PP (IN from) (NP (NP (DT the) (JJ next) (JJ Indian) (NN village)) (, ,) (NP (DT a) (CD two) (NNS days) (NN trip)))) (ADVP (RB away))))))) (. .))) "
10000053,19,"(ROOT (S (S (NP (DT The) (JJ Canadian) (NN winter)) (VP (VBZ has) (ADVP (RB already)) (VP (VBN come)))) (, ,) (RB so) (S (NP (NNP Eve)) (VP (VP (VBZ puts) (PP (IN on) (NP (PRP$ her) (NNS snowshoes)))) (, ,) (CC and) (VP (VBZ starts) (SBAR (S (NP (NP (DT a) (ADJP (RB long)) (, ,) (JJ arduous) (NN walk)) (PP (IN over) (NP (NN snow)))) (VP (VBD covered) (NP (NN hill) (NNS tops)))))))) (. .))) "
10000053,20,(ROOT (S (NP (PRP She)) (ADVP (RB finally)) (VP (VBZ reaches) (NP (DT the) (NN village)) (ADVP (RB only)) (S (VP (TO to) (VP (VB find) (SBAR (S (NP (PRP it)) (ADVP (RB totally)) (VP (VBD deserted)))))))) (. .))) 
10000053,21,"(ROOT (S (S (VP (VBG Returning) (ADJP (JJ empty-handed)))) (, ,) (NP (NNP Eve)) (VP (VBZ finds) (NP (NP (NNP La) (NNP B) (NN te)) (VP (ADVP (RB already)) (VBG suffering) (PP (IN from) (NP (NN blood) (NN poisoning)))))) (. .))) "
10000053,22,"(ROOT (S (S (VP (VBG Having) (S (NP (DT no) (NN time)) (VP (TO to) (VP (VB lose)))))) (, ,) (NP (PRP he)) (VP (VBZ urges) (NP (DT the) (VBN terrified) (NN girl)) (S (VP (TO to) (VP (ADVP (RB immediately)) (VB chop) (PRT (RP off)) (NP (NP (PRP$ his) (VBN poisoned) (NN leg)) (VP (VBG using) (NP (DT an) (NN axe)))))))) (. .))) "
10000053,23,"(ROOT (S (SBAR (IN After) (S (NP (NNP La) (NNP B) (NN te)) (VP (VBZ has) (VP (VBN stunned) (NP (PRP himself)) (PP (IN by) (S (VP (VBG gulping) (NP (NP (DT the) (JJ last) (NN drop)) (PP (IN of) (NP (NN rum))))))))))) (, ,) (NP (NNP Eve)) (VP (VBZ acts) (SBAR (IN as) (S (S (VP (VP (VBN commanded)) (CC and) (VP (NP (PRP$ her) (NN patient)) (ADVP (RB instantly))))) (VP (VBZ passes) (PRT (RP out)) (PP (IN from) (NP (NN pain))))))) (. .))) "
10000053,24,(ROOT (S (NP (NNP Eve)) (VP (VBZ succeeds) (PP (IN in) (S (VP (VBG saving) (NP (NP (DT the) (NN trapper) (POS 's)) (NN life)) (PP (IN in) (NP (NP (DT the) (JJ following) (NN period)) (PP (IN of) (NP (NN nursing))))))))) (. .))) 
10000053,25,(ROOT (S (PP (IN In) (NP (DT that) (NN time))) (NP (PRP she)) (VP (VP (VBZ has) (VP (VBN learned) (PP (TO to) (NP (NN hunt))) (PP (IN on) (NP (PRP$ her) (JJ own))))) (CC and) (VP (VBZ is) (ADVP (RB now)) (ADJP (JJ capable) (S (VP (TO to) (VP (VB provide) (PP (IN for) (NP (DT the) (NN couple))))))))) (. .))) 
10000053,26,"(ROOT (S (ADVP (RB Eventually)) (PRN (S (NP (PRP they)) (VP (VBP seem) (S (VP (TO to) (VP (VB come) (ADVP (RB closer))))))) (, ,)) (NP (DT the) (ADJP (VBN hobbled)) (NN trapper)) (VP (ADVP (RB no) (RB longer)) (VBZ appears) (ADJP (IN that) (JJ gruesome) (PP (TO to) (NP (NNP Eve))))) (. .))) "
10000053,27,"(ROOT (S (CC But) (S (NP (PRP$ her) (NN childhood) (NN trauma)) (VP (VBZ is) (ADVP (RB still)) (VP (VBG keeping) (NP (PRP$ her)) (PP (IN from) (S (VP (VBG starting) (NP (DT a) (ADVP (RBR closer)) (NN relationship)))))))) (CC and) (S (ADVP (RB consequently)) (, ,) (NP (PRP she)) (VP (VBZ flees) (PP (IN with) (NP (NP (DT a) (NN canoe)) (ADVP (RB back) (PP (TO to) (NP (DT the) (NN settlement)))))))) (. .))) "
10000053,28,"(ROOT (S (ADVP (RB Here)) (, ,) (SBAR (IN although) (S (VP (VBG being) (ADJP (JJ welcome))))) (, ,) (NP (PRP she)) (VP (VBZ remains) (NP (DT an) (NN outsider))) (. .))) "
10000053,29,(ROOT (S (NP (NP (RB Even) (DT the) (JJ impending) (NN marriage)) (PP (TO to) (NP (DT a) (JJ sympathetic) (JJ young) (NN man)))) (VP (MD can) (RB not) (VP (VB overcome) (NP (PRP$ her) (JJ inner) (NNS barriers)))) (. .))) 
10000053,30,"(ROOT (S (PP (IN On) (NP (NP (DT the) (NN day)) (PP (IN of) (NP (NN marriage))))) (, ,) (NP (PRP she)) (VP (VBZ runs) (ADVP (RB away) (RB again)) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (ADVP (RB finally)) (VB return) (PP (TO to) (NP (NNP Jean) (NNP La) (NNP B) (NN te)))))))) (. .))) "
